subject,opponent,seed,num_rounds,first_round,last_round,per_c,per_C,per_cC,per_cD,per_dC,per_dD,avg_score,avg_net_score
TIFT,FELDcx,2,200,1,200,1.0,0.0653266331658291,0.065,0.93,0.0,0.0,1.120603015075377,-0.02512562814070352
TIFT,FELDcx,3,200,1,200,1.0,0.12562814070351758,0.125,0.87,0.0,0.0,1.2814070351758795,-0.02512562814070352
TIFT,FELDcx,4,200,1,200,1.0,0.085427135678392,0.085,0.91,0.0,0.0,1.1658291457286432,-0.02512562814070352
TIFT,FELDxx,0,200,1,200,0.1959798994974874,0.1959798994974874,0.195,0.0,0.0,0.8,1.3919597989949748,-0.02512562814070352
TIFT,FELDxx,1,200,1,200,0.12562814070351758,0.12562814070351758,0.125,0.0,0.0,0.87,1.2914572864321607,-0.02512562814070352
TIFT,FELDxx,2,200,1,200,0.0653266331658291,0.0653266331658291,0.065,0.0,0.0,0.93,1.120603015075377,-0.02512562814070352
TIFT,FELDxx,3,200,1,200,0.12562814070351758,0.12562814070351758,0.125,0.0,0.0,0.87,1.2814070351758795,-0.02512562814070352
TIFT,FELDxx,4,200,1,200,0.085427135678392,0.085427135678392,0.085,0.0,0.0,0.91,1.1658291457286432,-0.02512562814070352
TIFT,SHUB,0,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,SHUB,1,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,SHUB,2,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,SHUB,3,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,SHUB,4,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,SHUBcx,0,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,SHUBcx,1,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,SHUBcx,2,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,SHUBcx,3,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,SHUBcx,4,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,SHUBxx,0,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,SHUBxx,1,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,SHUBxx,2,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,SHUBxx,3,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,SHUBxx,4,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,DOWN,0,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,DOWN,1,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,DOWN,2,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,DOWN,3,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,DOWN,4,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,DOWNcx,0,200,1,200,1.0,0.9899497487437185,0.985,0.01,0.0,0.0,2.9849246231155777,0.0
TIFT,DOWNcx,1,200,1,200,1.0,0.9899497487437185,0.985,0.01,0.0,0.0,2.9849246231155777,0.0
TIFT,DOWNcx,2,200,1,200,1.0,0.9899497487437185,0.985,0.01,0.0,0.0,2.9849246231155777,0.0
TIFT,DOWNcx,3,200,1,200,1.0,0.9899497487437185,0.985,0.01,0.0,0.0,2.9849246231155777,0.0
TIFT,DOWNcx,4,200,1,200,1.0,0.9899497487437185,0.985,0.01,0.0,0.0,2.9849246231155777,0.0
TIFT,DOWNxx,0,200,1,200,0.9899497487437185,0.9899497487437185,0.985,0.0,0.0,0.01,2.9849246231155777,0.0
TIFT,DOWNxx,1,200,1,200,0.9899497487437185,0.9899497487437185,0.985,0.0,0.0,0.01,2.9849246231155777,0.0
TIFT,DOWNxx,2,200,1,200,0.9899497487437185,0.9899497487437185,0.985,0.0,0.0,0.01,2.9849246231155777,0.0
TIFT,DOWNxx,3,200,1,200,0.9899497487437185,0.9899497487437185,0.985,0.0,0.0,0.01,2.9849246231155777,0.0
TIFT,DOWNxx,4,200,1,200,0.9899497487437185,0.9899497487437185,0.985,0.0,0.0,0.01,2.9849246231155777,0.0
TIFT,DOWRcx,0,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,DOWRcx,1,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,DOWRcx,2,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,DOWRcx,3,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,DOWRcx,4,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,DOWRxx,0,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,DOWRxx,1,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,DOWRxx,2,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,DOWRxx,3,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,DOWRxx,4,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,ANON,0,200,1,200,1.0,0.8542713567839196,0.85,0.145,0.0,0.0,2.849246231155779,0.0
TIFT,ANON,1,200,1,200,1.0,0.728643216080402,0.725,0.27,0.0,0.0,2.6683417085427137,0.0
TIFT,ANON,2,200,1,200,1.0,0.9095477386934674,0.905,0.09,0.0,0.0,2.909547738693467,0.0
TIFT,ANON,3,200,1,200,1.0,0.4321608040201005,0.43,0.565,0.0,0.0,2.050251256281407,-0.02512562814070352
TIFT,ANON,4,200,1,200,1.0,0.6633165829145728,0.66,0.335,0.0,0.0,2.577889447236181,0.0
TIFT,ANONcx,0,200,1,200,1.0,0.5778894472361809,0.575,0.42,0.0,0.0,2.351758793969849,-0.02512562814070352
TIFT,ANONcx,1,200,1,200,1.0,0.44221105527638194,0.44,0.555,0.0,0.0,2.130653266331658,-0.02512562814070352
TIFT,ANONcx,2,200,1,200,1.0,0.5226130653266332,0.52,0.475,0.0,0.0,2.2964824120603016,0.0
TIFT,ANONcx,3,200,1,200,1.0,0.5276381909547738,0.525,0.47,0.0,0.0,2.271356783919598,0.0
TIFT,ANONcx,4,200,1,200,1.0,0.5276381909547738,0.525,0.47,0.0,0.0,2.3266331658291457,-0.02512562814070352
TIFT,ANONxx,0,200,1,200,0.5778894472361809,0.5778894472361809,0.575,0.0,0.0,0.42,2.351758793969849,-0.02512562814070352
TIFT,ANONxx,1,200,1,200,0.44221105527638194,0.44221105527638194,0.44,0.0,0.0,0.555,2.130653266331658,-0.02512562814070352
TIFT,ANONxx,2,200,1,200,0.5226130653266332,0.5226130653266332,0.52,0.0,0.0,0.475,2.2964824120603016,0.0
TIFT,ANONxx,3,200,1,200,0.5276381909547738,0.5276381909547738,0.525,0.0,0.0,0.47,2.271356783919598,0.0
TIFT,ANONxx,4,200,1,200,0.5276381909547738,0.5276381909547738,0.525,0.0,0.0,0.47,2.3266331658291457,-0.02512562814070352
TIFT,NYDGcx,0,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,NYDGcx,1,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,NYDGcx,2,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,NYDGcx,3,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,NYDGcx,4,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,NYDGxx,0,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,NYDGxx,1,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,NYDGxx,2,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,NYDGxx,3,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,NYDGxx,4,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFT,_d7,0,200,1,200,0.9949748743718593,0.9949748743718593,0.99,0.0,0.0,0.005,2.9949748743718594,0.0
TIFT,_d7,1,200,1,200,0.9949748743718593,0.9949748743718593,0.99,0.0,0.0,0.005,2.9949748743718594,0.0
TIFT,_d7,2,200,1,200,0.9949748743718593,0.9949748743718593,0.99,0.0,0.0,0.005,2.9949748743718594,0.0
TIFT,_d7,3,200,1,200,0.9949748743718593,0.9949748743718593,0.99,0.0,0.0,0.005,2.9949748743718594,0.0
TIFT,_d7,4,200,1,200,0.9949748743718593,0.9949748743718593,0.99,0.0,0.0,0.005,2.9949748743718594,0.0
TIFT,_d78,0,200,1,200,0.9899497487437185,0.9899497487437185,0.985,0.0,0.0,0.01,2.9849246231155777,0.0
TIFT,_d78,1,200,1,200,0.9899497487437185,0.9899497487437185,0.985,0.0,0.0,0.01,2.9849246231155777,0.0
TIFT,_d78,2,200,1,200,0.9899497487437185,0.9899497487437185,0.985,0.0,0.0,0.01,2.9849246231155777,0.0
TIFT,_d78,3,200,1,200,0.9899497487437185,0.9899497487437185,0.985,0.0,0.0,0.01,2.9849246231155777,0.0
TIFT,_d78,4,200,1,200,0.9899497487437185,0.9899497487437185,0.985,0.0,0.0,0.01,2.9849246231155777,0.0
TIFT,_d47,0,200,1,200,0.9899497487437185,0.9899497487437185,0.985,0.0,0.0,0.01,2.9899497487437188,0.0
TIFT,_d47,1,200,1,200,0.9899497487437185,0.9899497487437185,0.985,0.0,0.0,0.01,2.9899497487437188,0.0
TIFT,_d47,2,200,1,200,0.9899497487437185,0.9899497487437185,0.985,0.0,0.0,0.01,2.9899497487437188,0.0
TIFT,_d47,3,200,1,200,0.9899497487437185,0.9899497487437185,0.985,0.0,0.0,0.01,2.9899497487437188,0.0
TIFT,_d47,4,200,1,200,0.9899497487437185,0.9899497487437185,0.985,0.0,0.0,0.01,2.9899497487437188,0.0
TIFT,_dp15,0,200,1,200,0.8994974874371859,0.8994974874371859,0.895,0.0,0.0,0.1,2.879396984924623,-0.02512562814070352
TIFT,_dp15,1,200,1,200,0.8291457286432161,0.8291457286432161,0.825,0.0,0.0,0.17,2.8040201005025125,0.0
TIFT,_dp15,2,200,1,200,0.8844221105527639,0.8844221105527639,0.88,0.0,0.0,0.115,2.8743718592964824,0.0
TIFT,_dp15,3,200,1,200,0.8442211055276382,0.8442211055276382,0.84,0.0,0.0,0.155,2.8040201005025125,-0.02512562814070352
TIFT,_dp15,4,200,1,200,0.8341708542713568,0.8341708542713568,0.83,0.0,0.0,0.165,2.814070351758794,0.0
TIFT,_dp30,0,200,1,200,0.778894472361809,0.778894472361809,0.775,0.0,0.0,0.22,2.728643216080402,-0.02512562814070352
TIFT,_dp30,1,200,1,200,0.6934673366834171,0.6934673366834171,0.69,0.0,0.0,0.305,2.6030150753768844,0.0
TIFT,_dp30,2,200,1,200,0.7437185929648241,0.7437185929648241,0.74,0.0,0.0,0.255,2.693467336683417,0.0
TIFT,_dp30,3,200,1,200,0.6733668341708543,0.6733668341708543,0.67,0.0,0.0,0.325,2.5527638190954773,-0.02512562814070352
TIFT,_dp30,4,200,1,200,0.6532663316582914,0.6532663316582914,0.65,0.0,0.0,0.345,2.5477386934673367,0.0
TIFT,_dp70,0,200,1,200,0.33668341708542715,0.33668341708542715,0.335,0.0,0.0,0.66,1.8743718592964824,-0.02512562814070352
TIFT,_dp70,1,200,1,200,0.2562814070351759,0.2562814070351759,0.255,0.0,0.0,0.74,1.678391959798995,-0.02512562814070352
TIFT,_dp70,2,200,1,200,0.31155778894472363,0.31155778894472363,0.31,0.0,0.0,0.685,1.849246231155779,0.0
TIFT,_dp70,3,200,1,200,0.3015075376884422,0.3015075376884422,0.3,0.0,0.0,0.695,1.7989949748743719,-0.02512562814070352
TIFT,_dp70,4,200,1,200,0.31658291457286436,0.31658291457286436,0.315,0.0,0.0,0.68,1.849246231155779,0.0
TIFT,_l7,0,200,1,200,1.0,0.9949748743718593,0.99,0.005,0.0,0.0,2.9949748743718594,0.0
TIFT,_l7,1,200,1,200,1.0,0.9949748743718593,0.99,0.005,0.0,0.0,2.9949748743718594,0.0
TIFT,_l7,2,200,1,200,1.0,0.9949748743718593,0.99,0.005,0.0,0.0,2.9949748743718594,0.0
TIFT,_l7,3,200,1,200,1.0,0.9949748743718593,0.99,0.005,0.0,0.0,2.9949748743718594,0.0
TIFT,_l7,4,200,1,200,1.0,0.9949748743718593,0.99,0.005,0.0,0.0,2.9949748743718594,0.0
TIFT,_l78,0,200,1,200,1.0,0.9899497487437185,0.985,0.01,0.0,0.0,2.9849246231155777,0.0
TIFT,_l78,1,200,1,200,1.0,0.9899497487437185,0.985,0.01,0.0,0.0,2.9849246231155777,0.0
TIFT,_l78,2,200,1,200,1.0,0.9899497487437185,0.985,0.01,0.0,0.0,2.9849246231155777,0.0
TIFT,_l78,3,200,1,200,1.0,0.9899497487437185,0.985,0.01,0.0,0.0,2.9849246231155777,0.0
TIFT,_l78,4,200,1,200,1.0,0.9899497487437185,0.985,0.01,0.0,0.0,2.9849246231155777,0.0
TIFT,_l47,0,200,1,200,1.0,0.9899497487437185,0.985,0.01,0.0,0.0,2.9899497487437188,0.0
TIFT,_l47,1,200,1,200,1.0,0.9899497487437185,0.985,0.01,0.0,0.0,2.9899497487437188,0.0
TIFT,_l47,2,200,1,200,1.0,0.9899497487437185,0.985,0.01,0.0,0.0,2.9899497487437188,0.0
TIFT,_l47,3,200,1,200,1.0,0.9899497487437185,0.985,0.01,0.0,0.0,2.9899497487437188,0.0
TIFT,_l47,4,200,1,200,1.0,0.9899497487437185,0.985,0.01,0.0,0.0,2.9899497487437188,0.0
TIFT,_lp15,0,200,1,200,1.0,0.8994974874371859,0.895,0.1,0.0,0.0,2.879396984924623,-0.02512562814070352
TIFT,_lp15,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,2.8040201005025125,0.0
TIFT,_lp15,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,2.8743718592964824,0.0
TIFT,_lp15,3,200,1,200,1.0,0.8442211055276382,0.84,0.155,0.0,0.0,2.8040201005025125,-0.02512562814070352
TIFT,_lp15,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,2.814070351758794,0.0
TIFT,_lp30,0,200,1,200,1.0,0.778894472361809,0.775,0.22,0.0,0.0,2.728643216080402,-0.02512562814070352
TIFT,_lp30,1,200,1,200,1.0,0.6934673366834171,0.69,0.305,0.0,0.0,2.6030150753768844,0.0
TIFT,_lp30,2,200,1,200,1.0,0.7437185929648241,0.74,0.255,0.0,0.0,2.693467336683417,0.0
TIFT,_lp30,3,200,1,200,1.0,0.6733668341708543,0.67,0.325,0.0,0.0,2.5527638190954773,-0.02512562814070352
TIFT,_lp30,4,200,1,200,1.0,0.6532663316582914,0.65,0.345,0.0,0.0,2.5477386934673367,0.0
TIFT,_lp70,0,200,1,200,1.0,0.33668341708542715,0.335,0.66,0.0,0.0,1.8743718592964824,-0.02512562814070352
TIFT,_lp70,1,200,1,200,1.0,0.2562814070351759,0.255,0.74,0.0,0.0,1.678391959798995,-0.02512562814070352
TIFT,_lp70,2,200,1,200,1.0,0.31155778894472363,0.31,0.685,0.0,0.0,1.849246231155779,0.0
TIFT,_lp70,3,200,1,200,1.0,0.3015075376884422,0.3,0.695,0.0,0.0,1.7989949748743719,-0.02512562814070352
TIFT,_lp70,4,200,1,200,1.0,0.31658291457286436,0.315,0.68,0.0,0.0,1.849246231155779,0.0
TIFTxx,TIFT,0,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,TIFT,1,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,TIFT,2,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,TIFT,3,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,TIFT,4,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,TIFTxx,0,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,TIFTxx,1,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,TIFTxx,2,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,TIFTxx,3,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,TIFTxx,4,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,FACE,0,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,FACE,1,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,FACE,2,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,FACE,3,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,FACE,4,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,TIFTcx,0,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,TIFTcx,1,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,TIFTcx,2,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,TIFTcx,3,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,TIFTcx,4,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,TFTT,0,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,TFTT,1,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,TFTT,2,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,TFTT,3,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,TFTT,4,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,RAND,0,200,1,200,0.5778894472361809,0.5778894472361809,0.575,0.0,0.0,0.42,2.3768844221105527,-0.02512562814070352
TIFTxx,RAND,1,200,1,200,0.457286432160804,0.457286432160804,0.455,0.0,0.0,0.54,2.14070351758794,-0.02512562814070352
TIFTxx,RAND,2,200,1,200,0.507537688442211,0.507537688442211,0.505,0.0,0.0,0.49,2.2663316582914574,0.0
TIFTxx,RAND,3,200,1,200,0.5025125628140703,0.5025125628140703,0.5,0.0,0.0,0.495,2.221105527638191,0.0
TIFTxx,RAND,4,200,1,200,0.5175879396984925,0.5175879396984925,0.515,0.0,0.0,0.48,2.2763819095477387,-0.02512562814070352
TIFTxx,RANDcx,0,200,1,200,0.5778894472361809,0.5778894472361809,0.575,0.0,0.0,0.42,2.386934673366834,-0.02512562814070352
TIFTxx,RANDcx,1,200,1,200,0.46733668341708545,0.46733668341708545,0.465,0.0,0.0,0.53,2.190954773869347,0.0
TIFTxx,RANDcx,2,200,1,200,0.4824120603015075,0.4824120603015075,0.48,0.0,0.0,0.515,2.271356783919598,0.0
TIFTxx,RANDcx,3,200,1,200,0.48743718592964824,0.48743718592964824,0.485,0.0,0.0,0.51,2.185929648241206,-0.02512562814070352
TIFTxx,RANDcx,4,200,1,200,0.5226130653266332,0.5226130653266332,0.52,0.0,0.0,0.475,2.3115577889447234,0.0
TIFTxx,RANDxx,0,200,1,200,0.5778894472361809,0.5778894472361809,0.575,0.0,0.0,0.42,2.386934673366834,-0.02512562814070352
TIFTxx,RANDxx,1,200,1,200,0.46733668341708545,0.46733668341708545,0.465,0.0,0.0,0.53,2.190954773869347,0.0
TIFTxx,RANDxx,2,200,1,200,0.4824120603015075,0.4824120603015075,0.48,0.0,0.0,0.515,2.271356783919598,0.0
TIFTxx,RANDxx,3,200,1,200,0.48743718592964824,0.48743718592964824,0.485,0.0,0.0,0.51,2.185929648241206,-0.02512562814070352
TIFTxx,RANDxx,4,200,1,200,0.5226130653266332,0.5226130653266332,0.52,0.0,0.0,0.475,2.3115577889447234,0.0
TIFTxx,ALTRxx,0,200,1,200,0.5025125628140703,0.5025125628140703,0.5,0.0,0.0,0.495,2.5025125628140703,0.0
TIFTxx,ALTRxx,1,200,1,200,0.5025125628140703,0.5025125628140703,0.5,0.0,0.0,0.495,2.5025125628140703,0.0
TIFTxx,ALTRxx,2,200,1,200,0.5025125628140703,0.5025125628140703,0.5,0.0,0.0,0.495,2.5025125628140703,0.0
TIFTxx,ALTRxx,3,200,1,200,0.5025125628140703,0.5025125628140703,0.5,0.0,0.0,0.495,2.5025125628140703,0.0
TIFTxx,ALTRxx,4,200,1,200,0.5025125628140703,0.5025125628140703,0.5,0.0,0.0,0.495,2.5025125628140703,0.0
TIFTxx,ALTRcx,0,200,1,200,0.5025125628140703,0.5025125628140703,0.5,0.0,0.0,0.495,2.5025125628140703,0.0
TIFTxx,ALTRcx,1,200,1,200,0.5025125628140703,0.5025125628140703,0.5,0.0,0.0,0.495,2.5025125628140703,0.0
TIFTxx,ALTRcx,2,200,1,200,0.5025125628140703,0.5025125628140703,0.5,0.0,0.0,0.495,2.5025125628140703,0.0
TIFTxx,ALTRcx,3,200,1,200,0.5025125628140703,0.5025125628140703,0.5,0.0,0.0,0.495,2.5025125628140703,0.0
TIFTxx,ALTRcx,4,200,1,200,0.5025125628140703,0.5025125628140703,0.5,0.0,0.0,0.495,2.5025125628140703,0.0
TIFTxx,LIAR,0,200,1,200,0.005025125628140725,0.005025125628140725,0.005,0.0,0.0,0.99,0.9949748743718593,-0.02512562814070352
TIFTxx,LIAR,1,200,1,200,0.005025125628140725,0.005025125628140725,0.005,0.0,0.0,0.99,0.9949748743718593,-0.02512562814070352
TIFTxx,LIAR,2,200,1,200,0.005025125628140725,0.005025125628140725,0.005,0.0,0.0,0.99,0.9949748743718593,-0.02512562814070352
TIFTxx,LIAR,3,200,1,200,0.005025125628140725,0.005025125628140725,0.005,0.0,0.0,0.99,0.9949748743718593,-0.02512562814070352
TIFTxx,LIAR,4,200,1,200,0.005025125628140725,0.005025125628140725,0.005,0.0,0.0,0.99,0.9949748743718593,-0.02512562814070352
TIFTxx,COOP,0,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,COOP,1,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,COOP,2,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,COOP,3,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,COOP,4,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,DEFT,0,200,1,200,0.005025125628140725,0.005025125628140725,0.005,0.0,0.0,0.99,0.9949748743718593,-0.02512562814070352
TIFTxx,DEFT,1,200,1,200,0.005025125628140725,0.005025125628140725,0.005,0.0,0.0,0.99,0.9949748743718593,-0.02512562814070352
TIFTxx,DEFT,2,200,1,200,0.005025125628140725,0.005025125628140725,0.005,0.0,0.0,0.99,0.9949748743718593,-0.02512562814070352
TIFTxx,DEFT,3,200,1,200,0.005025125628140725,0.005025125628140725,0.005,0.0,0.0,0.99,0.9949748743718593,-0.02512562814070352
TIFTxx,DEFT,4,200,1,200,0.005025125628140725,0.005025125628140725,0.005,0.0,0.0,0.99,0.9949748743718593,-0.02512562814070352
TIFTxx,ABNB,0,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,ABNB,1,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,ABNB,2,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,ABNB,3,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,ABNB,4,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,GRUD,0,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,GRUD,1,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,GRUD,2,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,GRUD,3,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,GRUD,4,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,GRUDcx,0,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,GRUDcx,1,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,GRUDcx,2,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,GRUDcx,3,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,GRUDcx,4,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,GRUDxx,0,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,GRUDxx,1,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,GRUDxx,2,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,GRUDxx,3,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,GRUDxx,4,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,STRA,0,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,STRA,1,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,STRA,2,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,STRA,3,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,STRA,4,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,STRAfv,0,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,STRAfv,1,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,STRAfv,2,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,STRAfv,3,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,STRAfv,4,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
TIFTxx,STRAcx,0,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,2.9849246231155777,-0.02512562814070352
TIFTxx,STRAcx,1,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,2.9849246231155777,-0.02512562814070352
TIFTxx,STRAcx,2,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,2.9849246231155777,-0.02512562814070352
TIFTxx,STRAcx,3,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,2.9849246231155777,-0.02512562814070352
